uid	|	parent_uid	|	name	|	rank	|	sourceinfo	|	uniqname	|	flags	|	
5859723	|	87904	|	Columba janthina janthina	|	subspecies	|	ncbi:348290	|		|	infraspecific	|	
3596485	|	938415	|	Columba iriditorques	|	species	|	ncbi:1674965,gbif:5231851,irmng:11304412	|		|		|	
277814	|	938415	|	Columba pulchricollis	|	species	|	ncbi:177143,gbif:5231868,irmng:10194965	|		|		|	
277817	|	938415	|	Columba arquatrix	|	species	|	ncbi:177141,gbif:5231873,irmng:10730883	|		|		|	
320359	|	938415	|	Columba rupestris	|	species	|	ncbi:126356,gbif:5231820,irmng:10766652	|		|		|	
3596481	|	938415	|	Columba trocaz	|	species	|	ncbi:417746,gbif:2495406,irmng:10588848	|		|		|	
777973	|	938415	|	Columba junoniae	|	species	|	ncbi:286718,gbif:2495434,irmng:11122333	|		|		|	
493986	|	938415	|	Columba bollii	|	species	|	ncbi:286717,gbif:2495427,irmng:11057707	|		|		|	
938416	|	938415	|	Columba livia	|	species	|	ncbi:8932,gbif:2495414,irmng:11119255	|		|		|	
3596498	|	938415	|	Columba hodgsonii	|	species	|	ncbi:1463793,gbif:5231835,irmng:10602086	|		|		|	
921832	|	938415	|	Columba oenas	|	species	|	ncbi:160229,worms:558545,gbif:2495471,irmng:10199544	|		|		|	
938408	|	938415	|	Columba palumbus	|	species	|	ncbi:8934,worms:558546,gbif:2495455,irmng:10458348	|		|		|	
5341359	|	938408	|	Columba palumbus azorica	|	subspecies	|	ncbi:643518	|		|	infraspecific	|	
4947450	|	938408	|	Columba palumbus palumbus	|	subspecies	|	ncbi:643522	|		|	infraspecific	|	
3596509	|	938415	|	Columba leuconota	|	species	|	ncbi:1463807,gbif:5231842,irmng:10940129	|		|		|	
3596508	|	938415	|	Columba leucomela	|	species	|	ncbi:471126,gbif:5231823,irmng:11303102	|		|		|	
3596499	|	938415	|	Columba jouyi	|	species	|	ncbi:1914393,gbif:5231869,irmng:10582532	|		|		|	
7659184	|	938415	|	unclassified Columba	|	no rank - terminal	|	ncbi:2643597	|		|	not_otu,was_container	|	
604973	|	938415	|	Columba subvinacea	|	species	|	ncbi:115599	|		|		|	
767317	|	938415	|	Columba guinea	|	species	|	ncbi:135627,gbif:5231817,irmng:11104153	|		|		|	
3596483	|	938415	|	Columba elphinstonii	|	species	|	ncbi:1616660,gbif:5231876,irmng:11212331	|		|		|	
938420	|	938415	|	Columba sp.	|	species	|	ncbi:8933	|		|	not_otu,incertae_sedis	|	
738062	|	938415	|	Columba sp. ARA-2012	|	species	|	ncbi:1242994	|		|	incertae_sedis	|	
642976	|	938415	|	Columba sp. WL-2007	|	species	|	ncbi:489119	|		|	incertae_sedis	|	
6151185	|	938415	|	Columba omnisanctorum	|	species	|	gbif:8452358	|		|		|	
7659165	|	938415	|	Columba argetraea	|	species	|	gbif:8747224	|		|		|	
7659176	|	938415	|	Columba leucozonura	|	species	|	gbif:8755379	|		|		|	
7659183	|	938415	|	Columba virens	|	species	|	gbif:8768076	|		|		|	
7659174	|	938415	|	Columba gymnocyclus	|	species	|	gbif:8774770	|		|		|	
7659175	|	938415	|	Columba infuscata	|	species	|	gbif:8790203	|		|		|	
7659173	|	938415	|	Columba gularis	|	species	|	gbif:8804881	|		|		|	
7659171	|	938415	|	Columba erythrothorax	|	species	|	gbif:8823569	|		|		|	
7659177	|	938415	|	Columba monticola	|	species	|	gbif:8857403	|		|		|	
7659178	|	938415	|	Columba ogilvie-granti	|	species	|	gbif:8860113	|		|		|	
7659164	|	938415	|	Columba anolaimae	|	species	|	gbif:8900492	|		|		|	
7659168	|	938415	|	Columba cyanovirens	|	species	|	gbif:8911527	|		|		|	
7659172	|	938415	|	Columba gouldiae	|	species	|	gbif:8911670	|		|		|	
7659167	|	938415	|	Columba bronzina	|	species	|	gbif:9019312	|		|		|	
7659170	|	938415	|	Columba erythrina	|	species	|	gbif:9036164	|		|		|	
7659181	|	938415	|	Columba venusta	|	species	|	gbif:9039523	|		|		|	
7659180	|	938415	|	Columba sulvinacea	|	species	|	gbif:9068529	|		|		|	
7659179	|	938415	|	Columba schimperi	|	species	|	gbif:9123201	|		|		|	
7659182	|	938415	|	Columba vina	|	species	|	gbif:9145846	|		|		|	
3596494	|	938415	|	Columba eversmanni	|	species	|	gbif:2495464,irmng:11018031	|		|		|	
3596501	|	938415	|	Columba palumboides	|	species	|	gbif:5231816,irmng:11266482	|		|		|	
3596505	|	938415	|	Columba thomensis	|	species	|	gbif:5231833,irmng:10217328	|		|		|	
3596497	|	938415	|	Columba albitorques	|	species	|	gbif:5231834,irmng:10588350	|		|		|	
3596500	|	938415	|	Columba unicincta	|	species	|	gbif:5231836,irmng:10194967	|		|		|	
3596502	|	938415	|	Columba punicea	|	species	|	gbif:5231837,irmng:10194966	|		|		|	
3596511	|	938415	|	Columba sjostedti	|	species	|	gbif:5231845,irmng:11337225	|		|		|	
3596512	|	938415	|	Columba albinucha	|	species	|	gbif:5231846,irmng:10195216	|		|		|	
3596510	|	938415	|	Columba torringtonii	|	species	|	gbif:5231847,irmng:10236046	|		|		|	
3596504	|	938415	|	Columba pollenii	|	species	|	gbif:5231849,irmng:10217329	|		|		|	
3596492	|	938415	|	Columba argentina	|	species	|	gbif:5231850,irmng:10195217	|		|		|	
3596484	|	938415	|	Columba pallidiceps	|	species	|	gbif:5231852,irmng:10655458	|		|		|	
3596503	|	938415	|	Columba delegorguei	|	species	|	gbif:5231865,irmng:10199523	|		|		|	
3596482	|	938415	|	Columba oliviae	|	species	|	gbif:5231870,irmng:10460351	|		|		|	
3596490	|	938415	|	Columba malherbii	|	species	|	gbif:5231872,irmng:10453659	|		|		|	
3596489	|	938415	|	Columba versicolor	|	species	|	gbif:5231877,irmng:11097169	|		|		|	
3596506	|	938415	|	Columba torringtoniae	|	species	|	gbif:5788473	|		|		|	
6151187	|	938415	|	Columba picata	|	species	|	gbif:5817256	|		|		|	
7659169	|	938415	|	Columba dilopha	|	species	|	gbif:5817266	|		|		|	
3596491	|	938415	|	Columba norfolciensis	|	species	|	gbif:5817267,irmng:11249703	|		|		|	
7659166	|	938415	|	Columba bitorquata	|	species	|	gbif:9416370	|		|		|	
6151184	|	938415	|	Columba marginata	|	species	|	gbif:7501247	|		|		|	
6151181	|	938415	|	Columba eimeensis	|	species	|	gbif:8059185	|		|		|	
3596495	|	938415	|	Columba congi	|	species	|	irmng:10543786	|		|	hidden	|	
3596496	|	938415	|	Columba meridionalis	|	species	|	irmng:10762324	|		|	hidden	|	
3596493	|	938415	|	Columba marmorata	|	species	|	irmng:10761240	|		|	hidden	|	
3596486	|	938415	|	Columba spilanota	|	species	|	irmng:11215723	|		|	hidden	|	
6520316	|	938415	|	Columba thiriouxi	|	species	|	additions-6520264-6520323:6520316	|		|		|	
7068115	|	938413	|	Aplopelia	|	genus	|	ncbi:1804666	|		|		|	
3596487	|	7068115	|	Aplopelia larvata	|	species	|	ncbi:1804667,gbif:5231853,irmng:10803286	|		|		|	
801239	|	938413	|	Reinwardtoena	|	genus	|	ncbi:177157,gbif:2496029,irmng:1213033	|		|		|	
801226	|	801239	|	Reinwardtoena browni	|	species	|	ncbi:177158,gbif:2496036,irmng:11163804	|		|		|	
3596474	|	801239	|	Reinwardtoena reinwardtii	|	species	|	ncbi:471140,gbif:2496031,irmng:10601309	|		|		|	
3596476	|	801239	|	Reinwardtoena crassirostris	|	species	|	gbif:2496030,irmng:11193236	|		|		|	
3596475	|	801239	|	Reinwardtoena reindwardtsi	|	species	|	irmng:10991348	|		|	hidden	|	
931109	|	938413	|	Turtur	|	genus	|	ncbi:187142,worms:204018,gbif:5231786,irmng:1022367	|		|		|	
150851	|	931109	|	Turtur tympanistria	|	species	|	ncbi:870970,gbif:5231790,irmng:11429048	|		|		|	
527660	|	931109	|	Turtur brehmeri	|	species	|	ncbi:215731,gbif:5231787,irmng:11354821	|		|		|	
931107	|	931109	|	Turtur afer	|	species	|	ncbi:187143,worms:212729,gbif:5231792,irmng:10839799	|		|		|	
3596530	|	931109	|	Turtur abyssinicus	|	species	|	ncbi:915436,gbif:5231791,irmng:10195542	|		|		|	
1077424	|	931109	|	Turtur chalcospilos	|	species	|	ncbi:262128,gbif:5231793,irmng:10767185	|		|		|	
7659244	|	931109	|	Turtur ermanni	|	species	|	gbif:8550979	|		|		|	
7659252	|	931109	|	Turtur vinaceus	|	species	|	gbif:8722029	|		|		|	
7659240	|	931109	|	Turtur assumptionis	|	species	|	gbif:8833094	|		|		|	
7659242	|	931109	|	Turtur ceylonensis	|	species	|	gbif:8836412	|		|		|	
7659249	|	931109	|	Turtur perspicillata	|	species	|	gbif:8836617	|		|		|	
7659251	|	931109	|	Turtur turtur	|	species	|	gbif:8883872	|		|		|	
7659243	|	931109	|	Turtur collaris	|	species	|	gbif:8912841	|		|		|	
7659247	|	931109	|	Turtur kafuensis	|	species	|	gbif:8935036	|		|		|	
7659248	|	931109	|	Turtur lhasae	|	species	|	gbif:8954363	|		|		|	
7659246	|	931109	|	Turtur isabellinus	|	species	|	gbif:9027617	|		|		|	
7659245	|	931109	|	Turtur humilior	|	species	|	gbif:9027949	|		|		|	
7659241	|	931109	|	Turtur capicola	|	species	|	gbif:9174497	|		|		|	
7659239	|	931109	|	Turtur ambiguus	|	species	|	gbif:9203440	|		|		|	
7659250	|	931109	|	Turtur tigrinus	|	species	|	gbif:9221322	|		|		|	
664463	|	938413	|	Leptotila	|	genus	|	ncbi:115655,gbif:2496059,irmng:1370692	|		|		|	
602973	|	664463	|	Leptotila cassini	|	species	|	ncbi:262117,gbif:2496089,irmng:10719547	|		|		|	
642134	|	602973	|	Leptotila cassini cassini	|	subspecies	|	ncbi:977922	|		|	infraspecific	|	
642136	|	602973	|	Leptotila cassini cerviniventris	|	subspecies	|	ncbi:977923	|		|	infraspecific	|	
664453	|	664463	|	Leptotila megalura	|	species	|	ncbi:115656,gbif:2496088,irmng:11405670	|		|		|	
534763	|	664463	|	Leptotila rufaxilla	|	species	|	ncbi:115657,gbif:2496081,irmng:10200101	|		|		|	
642138	|	534763	|	Leptotila rufaxilla rufaxilla	|	subspecies	|	ncbi:977924	|		|	infraspecific	|	
244142	|	664463	|	Leptotila plumbeiceps	|	species	|	ncbi:135630,gbif:2496075,irmng:10200100	|		|		|	
244144	|	664463	|	Leptotila verreauxi	|	species	|	ncbi:135631,gbif:2496060,irmng:11281529	|		|		|	
400456	|	244144	|	Leptotila verreauxi decipiens	|	subspecies	|	ncbi:262192	|		|	infraspecific	|	
642139	|	244144	|	Leptotila verreauxi chalcauchenia	|	subspecies	|	ncbi:977925	|		|	infraspecific	|	
642141	|	244144	|	Leptotila verreauxi decolor	|	subspecies	|	ncbi:977926	|		|	infraspecific	|	
819474	|	244144	|	Leptotila verreauxi fulviventris	|	subspecies	|	ncbi:136246	|		|	infraspecific	|	
470019	|	244144	|	Leptotila verreauxi angelica	|	subspecies	|	ncbi:136245	|		|	infraspecific	|	
767308	|	664463	|	Leptotila jamaicensis	|	species	|	ncbi:135629,gbif:2496098,irmng:10455341	|		|		|	
7659200	|	664463	|	Leptotila vinaceofulva	|	species	|	gbif:8917678	|		|		|	
7659198	|	664463	|	Leptotila decolor	|	species	|	gbif:9073873	|		|		|	
7659199	|	664463	|	Leptotila intermedia	|	species	|	gbif:9129577	|		|		|	
3596605	|	664463	|	Leptotila pallida	|	species	|	gbif:2496078,irmng:10200099	|		|		|	
3596607	|	664463	|	Leptotila wellsi	|	species	|	gbif:2496079,irmng:10940161	|		|		|	
3596606	|	664463	|	Leptotila conoveri	|	species	|	gbif:2496093,irmng:10195519	|		|		|	
3596610	|	664463	|	Leptotila battyi	|	species	|	gbif:2496094,irmng:10215523	|		|		|	
3596608	|	664463	|	Leptotila ochraceiventris	|	species	|	gbif:2496097,irmng:11074597	|		|		|	
1032055	|	938413	|	Caloenas	|	genus	|	ncbi:187105,gbif:2495929,irmng:1371123	|		|		|	
1032058	|	1032055	|	Caloenas nicobarica	|	species	|	ncbi:187106,gbif:5231891,irmng:11284552	|		|		|	
3596529	|	1032055	|	Caloenas maculata	|	species	|	ncbi:1524889	|		|		|	
7659141	|	1032055	|	Caloenas canacorum	|	species	|	gbif:7464489	|		|		|	
7659142	|	1032055	|	Caloenas stairi	|	species	|	gbif:8254561	|		|		|	
1032057	|	938413	|	Chalcophaps	|	genus	|	ncbi:187107,gbif:2495835,irmng:1400051	|		|		|	
1032049	|	1032057	|	Chalcophaps indica	|	species	|	ncbi:187108,gbif:2495840,irmng:10195544	|		|		|	
7068116	|	1032049	|	Chalcophaps indica indica	|	subspecies	|	ncbi:2478757	|		|	infraspecific	|	
1077422	|	1032057	|	Chalcophaps stephani	|	species	|	ncbi:262129,gbif:2495836,irmng:10195809	|		|		|	
7659158	|	1032057	|	Chalcophaps formosana	|	species	|	gbif:8729387	|		|		|	
7659160	|	1032057	|	Chalcophaps moluccensis	|	species	|	gbif:8828883	|		|		|	
7659157	|	1032057	|	Chalcophaps augusta	|	species	|	gbif:8985596	|		|		|	
7659159	|	1032057	|	Chalcophaps hombroni	|	species	|	gbif:9112198	|		|		|	
7659161	|	1032057	|	Chalcophaps natalis	|	species	|	gbif:9128282	|		|		|	
3596523	|	1032057	|	Chalcophaps longirostris	|	species	|	gbif:6101221	|		|		|	
1032064	|	938413	|	Alectroenas	|	genus	|	ncbi:187103,gbif:2495383,irmng:1225576	|		|		|	
1032056	|	1032064	|	Alectroenas madagascariensis	|	species	|	ncbi:187104,gbif:2495389,irmng:11297665	|		|		|	
3596525	|	1032064	|	Alectroenas pulcherrima	|	species	|	ncbi:1390557,gbif:2495385,irmng:11373606	|		|		|	
3596526	|	1032064	|	Alectroenas nitidissima	|	species	|	gbif:2495384,irmng:10216742	|		|		|	
3596524	|	1032064	|	Alectroenas sganzini	|	species	|	gbif:2495386,irmng:10192872	|		|		|	
6520259	|	1032064	|	Alectroenas payandeei	|	species	|	additions-6520259-6520259:6520259	|		|		|	
28961	|	938413	|	Ptilinopus	|	genus	|	ncbi:115696,gbif:2495499,irmng:1031356	|		|		|	
3596595	|	28961	|	Ptilinopus coronulatus	|	species	|	ncbi:1390561,gbif:2495637,irmng:10856591	|		|		|	
5223317	|	3596595	|	Ptilinopus coronulatus coronulatus	|	subspecies	|	ncbi:1390562	|		|	infraspecific	|	
3596577	|	28961	|	Ptilinopus bernsteinii	|	species	|	ncbi:1390560,gbif:2495590,irmng:10211043	|		|		|	
3596574	|	28961	|	Ptilinopus cinctus	|	species	|	ncbi:1390567,gbif:2495551,irmng:11354907	|		|		|	
3596599	|	28961	|	Ptilinopus chalcurus	|	species	|	ncbi:1390566,gbif:2495574,irmng:10211044	|		|		|	
51614	|	28961	|	Ptilinopus luteovirens	|	species	|	ncbi:796399,gbif:2495516,irmng:11306797	|		|		|	
3596565	|	28961	|	Ptilinopus eugeniae	|	species	|	ncbi:1390569,gbif:2495544,irmng:10199194	|		|		|	
3596573	|	28961	|	Ptilinopus coralensis	|	species	|	ncbi:1390568,gbif:2495547,irmng:11440961	|		|		|	
308571	|	28961	|	Ptilinopus magnificus	|	species	|	ncbi:796400,gbif:2495643,irmng:10199198	|		|		|	
308574	|	28961	|	Ptilinopus regina	|	species	|	ncbi:796401,gbif:2495614,irmng:11328112	|		|		|	
308576	|	28961	|	Ptilinopus solomonensis	|	species	|	ncbi:796402,gbif:9495719,irmng:10587788	|		|		|	
308578	|	28961	|	Ptilinopus victor	|	species	|	ncbi:796403,gbif:2495548,irmng:10587789	|		|		|	
3596592	|	28961	|	Ptilinopus dupetithouarsii	|	species	|	ncbi:1391014,gbif:2495583,irmng:10199192	|		|		|	
5223319	|	3596592	|	Ptilinopus dupetithouarsii viridior	|	subspecies	|	ncbi:1391016	|		|	infraspecific	|	
5223320	|	3596592	|	Ptilinopus dupetithouarsii dupetithouarsii	|	subspecies	|	ncbi:1391015	|		|	infraspecific	|	
3596572	|	28961	|	Ptilinopus viridis	|	species	|	ncbi:1391012,gbif:2495529,irmng:10190407	|		|		|	
3596586	|	28961	|	Ptilinopus wallacii	|	species	|	ncbi:1391013,gbif:2495513,irmng:10190408	|		|		|	
3596571	|	28961	|	Ptilinopus ornatus	|	species	|	ncbi:1390996,gbif:2495541,irmng:11402890	|		|		|	
3596593	|	28961	|	Ptilinopus pelewensis	|	species	|	ncbi:1390997,gbif:2495629,irmng:11337485	|		|		|	
3596591	|	28961	|	Ptilinopus merrilli	|	species	|	ncbi:1390993,gbif:2495654,irmng:10978687	|		|		|	
3596568	|	28961	|	Ptilinopus layardi	|	species	|	ncbi:1390576,gbif:2495560,irmng:10426845	|		|		|	
3596564	|	28961	|	Ptilinopus marchei	|	species	|	ncbi:1390577,gbif:2495567,irmng:10588880	|		|		|	
3596581	|	28961	|	Ptilinopus iozonus	|	species	|	ncbi:1390574,gbif:2495598,irmng:10857510	|		|		|	
3596560	|	28961	|	Ptilinopus jambu	|	species	|	ncbi:1390575,gbif:2495581,irmng:11343817	|		|		|	
3596567	|	28961	|	Ptilinopus hyogastrus	|	species	|	ncbi:1390572,gbif:2495514,irmng:11432021	|		|		|	
3596587	|	28961	|	Ptilinopus insularis	|	species	|	ncbi:1390573,gbif:2495575,irmng:11238987	|		|		|	
3596580	|	28961	|	Ptilinopus greyii	|	species	|	ncbi:1390570,gbif:2495589,irmng:10199195	|		|		|	
3596563	|	28961	|	Ptilinopus huttoni	|	species	|	ncbi:1390571,gbif:2495546,irmng:10199196	|		|		|	
3596578	|	28961	|	Ptilinopus mercierii	|	species	|	ncbi:1390579,gbif:2495564,irmng:10199193	|		|		|	
5223318	|	3596578	|	Ptilinopus mercierii tristrami	|	subspecies	|	ncbi:1390580	|		|	infraspecific	|	
602958	|	28961	|	Ptilinopus rarotongensis	|	species	|	ncbi:262118,gbif:2495651,irmng:10999566	|		|		|	
5223324	|	602958	|	Ptilinopus rarotongensis goodwini	|	subspecies	|	ncbi:1391005	|		|	infraspecific	|	
5223325	|	602958	|	Ptilinopus rarotongensis rarotongensis	|	subspecies	|	ncbi:1391006	|		|	infraspecific	|	
602960	|	28961	|	Ptilinopus richardsii	|	species	|	ncbi:262119,gbif:2495586,irmng:11164212	|		|		|	
3596584	|	28961	|	Ptilinopus monacha	|	species	|	ncbi:1390994,gbif:2495621,irmng:10884477	|		|		|	
3596579	|	28961	|	Ptilinopus nainus	|	species	|	ncbi:1390995,gbif:2495609,irmng:11438361	|		|		|	
3596576	|	28961	|	Ptilinopus perlatus	|	species	|	ncbi:1390998,gbif:2495525,irmng:10666623	|		|		|	
3596561	|	28961	|	Ptilinopus perousii	|	species	|	ncbi:1390999,gbif:2495510,irmng:11340945	|		|		|	
28962	|	28961	|	Ptilinopus leclancheri	|	species	|	ncbi:115697,gbif:2495536,irmng:11164213	|		|		|	
244140	|	28961	|	Ptilinopus occipitalis	|	species	|	ncbi:135633,gbif:2495576,irmng:11442631	|		|		|	
414989	|	28961	|	Ptilinopus rivoli	|	species	|	ncbi:471139,gbif:2495568,irmng:10190136	|		|		|	
3596569	|	28961	|	Ptilinopus purpuratus	|	species	|	ncbi:1330466,gbif:2495517,irmng:10190135	|		|		|	
5223321	|	3596569	|	Ptilinopus purpuratus frater	|	subspecies	|	ncbi:1391003	|		|	infraspecific	|	
5223322	|	3596569	|	Ptilinopus purpuratus purpuratus	|	subspecies	|	ncbi:1391002	|		|	infraspecific	|	
5223323	|	3596569	|	Ptilinopus purpuratus chrysogaster	|	subspecies	|	ncbi:1391004	|		|	infraspecific	|	
359313	|	28961	|	Ptilinopus melanospilus	|	species	|	ncbi:187138,gbif:2495630,irmng:11370007	|		|		|	
455664	|	28961	|	Ptilinopus superbus	|	species	|	ncbi:187139,gbif:2495594,irmng:10456567	|		|		|	
3596590	|	28961	|	Ptilinopus aurantiifrons	|	species	|	ncbi:1390559,gbif:2495580,irmng:10197125	|		|		|	
956244	|	28961	|	Ptilinopus pulchellus	|	species	|	ncbi:444147,gbif:2495561,irmng:11216696	|		|		|	
3596582	|	28961	|	Ptilinopus tannensis	|	species	|	ncbi:1391008,gbif:2495579,irmng:10190406	|		|		|	
3596600	|	28961	|	Ptilinopus porphyreus	|	species	|	ncbi:1391001,gbif:2495582,irmng:10190133	|		|		|	
3596562	|	28961	|	Ptilinopus porphyraceus	|	species	|	ncbi:1391000,gbif:2495604,irmng:10765558	|		|		|	
3596588	|	28961	|	Ptilinopus roseicapilla	|	species	|	ncbi:1391007,gbif:2495545,irmng:11037462	|		|		|	
7659227	|	28961	|	Ptilinopus melanocephalus	|	species	|	gbif:8744810	|		|		|	
7659225	|	28961	|	Ptilinopus flavicollis	|	species	|	gbif:8859412	|		|		|	
7659228	|	28961	|	Ptilinopus ponapensis	|	species	|	gbif:8877895	|		|		|	
7659226	|	28961	|	Ptilinopus hernsheimi	|	species	|	gbif:8927646	|		|		|	
7659224	|	28961	|	Ptilinopus chrysogaster	|	species	|	gbif:9110109	|		|		|	
3596575	|	28961	|	Ptilinopus fischeri	|	species	|	gbif:2495521,irmng:10768566	|		|		|	
3596566	|	28961	|	Ptilinopus arcanus	|	species	|	gbif:2495597,irmng:10197124	|		|		|	
3596570	|	28961	|	Ptilinopus dohertyi	|	species	|	gbif:2495613,irmng:10192871	|		|		|	
3596583	|	28961	|	Ptilinopus granulifrons	|	species	|	gbif:2495620,irmng:11270408	|		|		|	
3596585	|	28961	|	Ptilinopus subgularis	|	species	|	gbif:2495622,irmng:11066272	|		|		|	
3596596	|	28961	|	Ptilinopus insolitus	|	species	|	gbif:2495626,irmng:10716039	|		|		|	
3596598	|	28961	|	Ptilinopus mangoliensis	|	species	|	gbif:6101226	|		|		|	
3596597	|	28961	|	Ptilinopus epius	|	species	|	gbif:6101227	|		|		|	
3596589	|	28961	|	Ptilinopus nanus	|	species	|	gbif:7340136	|		|		|	
5560135	|	28961	|	Ptilopus minutus	|	species	|	irmng:10674267	|		|	hidden	|	
28964	|	938413	|	Phaps	|	genus	|	ncbi:115694,gbif:2495194,irmng:1291970	|		|		|	
28965	|	28964	|	Phaps chalcoptera	|	species	|	ncbi:115695,gbif:2495195,irmng:10196821	|		|		|	
3596603	|	28964	|	Phaps elegans	|	species	|	ncbi:471137,gbif:2495197,irmng:10196822	|		|		|	
3596604	|	28964	|	Phaps histrionica	|	species	|	ncbi:471138,gbif:2495196,irmng:10196823	|		|		|	
3596602	|	28964	|	Phaps elegan	|	species	|	irmng:10536811	|		|	hidden	|	
83286	|	938413	|	Claravis	|	genus	|	ncbi:115589,gbif:2495913,irmng:1094488	|		|		|	
3596632	|	83286	|	Claravis geoffroyi	|	species	|	ncbi:1955012,gbif:6101228	|		|		|	
604964	|	83286	|	Claravis pretiosa	|	species	|	ncbi:115590,gbif:2495922,irmng:10856333	|		|		|	
3596630	|	83286	|	Claravis mondetoura	|	species	|	ncbi:1485173,gbif:2495914,irmng:10197092	|		|		|	
3596631	|	83286	|	Claravis godefrida	|	species	|	gbif:2495921,irmng:11059182	|		|		|	
935135	|	938413	|	Columbina	|	genus	|	ncbi:111973,gbif:2495852,irmng:1360574	|		|		|	
3596517	|	935135	|	Columbina buckleyi	|	species	|	ncbi:580600,gbif:2495892,irmng:11281304	|		|		|	
846250	|	935135	|	Columbina inca	|	species	|	ncbi:115616,gbif:2495863,irmng:10195518	|		|		|	
54386	|	935135	|	Columbina minuta	|	species	|	ncbi:115617,gbif:2495853,irmng:11067083	|		|		|	
54405	|	935135	|	Columbina picui	|	species	|	ncbi:115618,gbif:2495865,irmng:10666097	|		|		|	
1032048	|	935135	|	Columbina cruziana	|	species	|	ncbi:187109,gbif:2495891,irmng:10935422	|		|		|	
157208	|	935135	|	Columbina passerina	|	species	|	ncbi:111974,gbif:2495869,irmng:10199554	|		|		|	
388536	|	935135	|	Columbina talpacoti	|	species	|	ncbi:504887,gbif:2495858,irmng:11353546	|		|		|	
6151194	|	935135	|	Columbina prattae	|	species	|	gbif:8575052	|		|		|	
7659185	|	935135	|	Columbina cabocolo	|	species	|	gbif:8803100	|		|		|	
3596516	|	935135	|	Columbina cyanopis	|	species	|	gbif:2495868,irmng:11386442	|		|		|	
6151193	|	935135	|	Columbina griseola	|	species	|	gbif:7770105	|		|		|	
6151195	|	935135	|	Columbina strepitans	|	species	|	gbif:7972071	|		|		|	
956248	|	938413	|	Lopholaimus	|	genus	|	ncbi:444143,gbif:5231889,irmng:1286753	|		|		|	
956247	|	956248	|	Lopholaimus antarcticus	|	species	|	ncbi:444144,gbif:5231890,irmng:11037732	|		|		|	
956250	|	938413	|	Henicophaps	|	genus	|	ncbi:444141,gbif:2495830,irmng:1031368	|		|		|	
956249	|	956250	|	Henicophaps albifrons	|	species	|	ncbi:444142,gbif:2495831,irmng:10715774	|		|		|	
3596513	|	956250	|	Henicophaps foersteri	|	species	|	gbif:2495834,irmng:11084881	|		|		|	
6151171	|	938413	|	Alopecoenas	|	genus	|	ncbi:1914394	|		|		|	
3596519	|	6151171	|	Alopecoenas salamonis	|	species	|	ncbi:1914395,gbif:2495254,irmng:10582511	|		|		|	
550862	|	6151171	|	Alopecoenas beccarii	|	species	|	ncbi:262131,irmng:10663968	|		|		|	
6520260	|	6151171	|	Alopecoenas norfolkensis	|	species	|	additions-6520260-6520261:6520260	|		|		|	
6520261	|	6151171	|	Alopecoenas ferrugineus	|	species	|	additions-6520260-6520261:6520261	|		|		|	
873964	|	938413	|	Treron	|	genus	|	ncbi:115701,gbif:2495725,irmng:1021317	|		|		|	
