,species,PRIMARY_COM_NAME,genus,family,addition.style,add.to,do.not.break,notes,actually.missing,actually.not.missing
4472,Thamnophilus_divisorius,Acre Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,,0,0
4473,Rhopias_gularis,Star-throated Antwren,Rhopias,Thamnophilidae (Typical Antbirds),,,,,0,0
4474,Megastictus_margaritatus,Pearly Antshrike,Megastictus,Thamnophilidae (Typical Antbirds),,,,,0,0
4475,Neoctantes_niger,Black Bushbird,Neoctantes,Thamnophilidae (Typical Antbirds),,,,,0,0
4476,Clytoctantes_alixii,Recurve-billed Bushbird,Clytoctantes,Thamnophilidae (Typical Antbirds),,,,,0,0
4477,Clytoctantes_atrogularis,Rondonia Bushbird,Clytoctantes,Thamnophilidae (Typical Antbirds),,,,,0,0
4478,Thamnistes_anabatinus,Russet Antshrike,Thamnistes,Thamnophilidae (Typical Antbirds),,,,,0,0
4479,Thamnistes_rufescens,Rufescent Antshrike,Thamnistes,Thamnophilidae (Typical Antbirds),genus-level,Thamnistes,,MJI two-species genus match,0,0
4480,Dysithamnus_stictothorax,Spot-breasted Antvireo,Dysithamnus,Thamnophilidae (Typical Antbirds),,,,,0,0
4481,Dysithamnus_mentalis,Plain Antvireo,Dysithamnus,Thamnophilidae (Typical Antbirds),,,,,0,0
4482,Dysithamnus_striaticeps,Streak-crowned Antvireo,Dysithamnus,Thamnophilidae (Typical Antbirds),,,,,0,0
4483,Dysithamnus_puncticeps,Spot-crowned Antvireo,Dysithamnus,Thamnophilidae (Typical Antbirds),,,,,0,0
4484,Dysithamnus_xanthopterus,Rufous-backed Antvireo,Dysithamnus,Thamnophilidae (Typical Antbirds),,,,,0,0
4485,Dysithamnus_occidentalis,Bicolored Antvireo,Dysithamnus,Thamnophilidae (Typical Antbirds),,,,,0,0
4486,Dysithamnus_plumbeus,Plumbeous Antvireo,Dysithamnus,Thamnophilidae (Typical Antbirds),,,,,0,0
4487,Dysithamnus_leucostictus,White-streaked Antvireo,Dysithamnus,Thamnophilidae (Typical Antbirds),,,,,0,0
4488,Thamnomanes_ardesiacus,Dusky-throated Antshrike,Thamnomanes,Thamnophilidae (Typical Antbirds),,,,,0,0
4489,Thamnomanes_saturninus,Saturnine Antshrike,Thamnomanes,Thamnophilidae (Typical Antbirds),,,,,0,0
4490,Thamnomanes_caesius,Cinereous Antshrike,Thamnomanes,Thamnophilidae (Typical Antbirds),,,,,0,0
4491,Thamnomanes_schistogynus,Bluish-slate Antshrike,Thamnomanes,Thamnophilidae (Typical Antbirds),,,,,0,0
4492,Xenornis_setifrons,Spiny-faced Antshrike,Xenornis,Thamnophilidae (Typical Antbirds),,,,,0,0
4493,Isleria_hauxwelli,Plain-throated Antwren,Isleria,Thamnophilidae (Typical Antbirds),,,,,0,0
4494,Isleria_guttata,Rufous-bellied Antwren,Isleria,Thamnophilidae (Typical Antbirds),,,,,0,0
4495,Pygiptila_stellaris,Spot-winged Antshrike,Pygiptila,Thamnophilidae (Typical Antbirds),,,,,0,0
4496,Epinecrophylla_fulviventris,Checker-throated Stipplethroat,Epinecrophylla,Thamnophilidae (Typical Antbirds),,,,,0,0
4497,Epinecrophylla_gutturalis,Brown-bellied Stipplethroat,Epinecrophylla,Thamnophilidae (Typical Antbirds),,,,,0,0
4498,Epinecrophylla_leucophthalma,White-eyed Stipplethroat,Epinecrophylla,Thamnophilidae (Typical Antbirds),,,,,0,0
4499,Epinecrophylla_haematonota,Rufous-backed Stipplethroat,Epinecrophylla,Thamnophilidae (Typical Antbirds),,,,,0,0
4500,Epinecrophylla_amazonica,Rio Madeira Stipplethroat,Epinecrophylla,Thamnophilidae (Typical Antbirds),,,,,0,0
4501,Epinecrophylla_spodionota,Foothill Stipplethroat,Epinecrophylla,Thamnophilidae (Typical Antbirds),,,,,0,0
4502,Epinecrophylla_ornata,Ornate Stipplethroat,Epinecrophylla,Thamnophilidae (Typical Antbirds),,,,,0,0
4503,Epinecrophylla_erythrura,Rufous-tailed Stipplethroat,Epinecrophylla,Thamnophilidae (Typical Antbirds),,,,,0,0
4504,Myrmotherula_brachyura,Pygmy Antwren,Myrmotherula,Thamnophilidae (Typical Antbirds),,,,,0,0
4505,Myrmotherula_ignota,Moustached Antwren,Myrmotherula,Thamnophilidae (Typical Antbirds),,,,,0,0
4506,Myrmotherula_ambigua,Yellow-throated Antwren,Myrmotherula,Thamnophilidae (Typical Antbirds),,,,,0,0
4507,Myrmotherula_sclateri,Sclater's Antwren,Myrmotherula,Thamnophilidae (Typical Antbirds),,,,,0,0
4508,Myrmotherula_surinamensis,Guianan Streaked-Antwren,Myrmotherula,Thamnophilidae (Typical Antbirds),,,,,0,0
4509,Myrmotherula_multostriata,Amazonian Streaked-Antwren,Myrmotherula,Thamnophilidae (Typical Antbirds),,,,,0,0
4510,Myrmotherula_pacifica,Pacific Antwren,Myrmotherula,Thamnophilidae (Typical Antbirds),,,,,0,0
4511,Myrmotherula_cherriei,Cherrie's Antwren,Myrmotherula,Thamnophilidae (Typical Antbirds),,,,,0,0
4512,Myrmotherula_klagesi,Klages's Antwren,Myrmotherula,Thamnophilidae (Typical Antbirds),,,,,0,0
4513,Myrmotherula_longicauda,Stripe-chested Antwren,Myrmotherula,Thamnophilidae (Typical Antbirds),,,,,0,0
4514,Myrmotherula_axillaris,White-flanked Antwren,Myrmotherula,Thamnophilidae (Typical Antbirds),,,,,0,0
4515,Myrmotherula_schisticolor,Slaty Antwren,Myrmotherula,Thamnophilidae (Typical Antbirds),,,,,0,0
4516,Myrmotherula_sunensis,Rio Suno Antwren,Myrmotherula,Thamnophilidae (Typical Antbirds),,,,,0,0
4517,Myrmotherula_minor,Salvadori's Antwren,Myrmotherula,Thamnophilidae (Typical Antbirds),,,,,0,0
4518,Myrmotherula_longipennis,Long-winged Antwren,Myrmotherula,Thamnophilidae (Typical Antbirds),,,,,0,0
4519,Myrmotherula_urosticta,Band-tailed Antwren,Myrmotherula,Thamnophilidae (Typical Antbirds),,,,,0,0
4520,Myrmotherula_iheringi,Ihering's Antwren,Myrmotherula,Thamnophilidae (Typical Antbirds),,,,,0,0
4521,Myrmotherula_fluminensis,Rio de Janeiro Antwren,Myrmotherula,Thamnophilidae (Typical Antbirds),,,,,0,0
4522,Myrmotherula_grisea,Ashy Antwren,Myrmotherula,Thamnophilidae (Typical Antbirds),,,,,0,0
4523,Myrmotherula_unicolor,Unicolored Antwren,Myrmotherula,Thamnophilidae (Typical Antbirds),,,,,0,0
4524,Myrmotherula_snowi,Alagoas Antwren,Myrmotherula,Thamnophilidae (Typical Antbirds),,,,,0,0
4525,Myrmotherula_behni,Plain-winged Antwren,Myrmotherula,Thamnophilidae (Typical Antbirds),,,,,0,0
4526,Myrmotherula_menetriesii,Gray Antwren,Myrmotherula,Thamnophilidae (Typical Antbirds),,,,,0,0
4527,Myrmotherula_assimilis,Leaden Antwren,Myrmotherula,Thamnophilidae (Typical Antbirds),,,,,0,0
4528,Dichrozona_cincta,Banded Antbird,Dichrozona,Thamnophilidae (Typical Antbirds),,,,,0,0
4529,Myrmorchilus_strigilatus,Stripe-backed Antbird,Myrmorchilus,Thamnophilidae (Typical Antbirds),,,,,0,0
4530,Herpsilochmus_sellowi,Caatinga Antwren,Herpsilochmus,Thamnophilidae (Typical Antbirds),,,,,0,0
4531,Herpsilochmus_pileatus,Bahia Antwren,Herpsilochmus,Thamnophilidae (Typical Antbirds),,,,,0,0
4532,Herpsilochmus_atricapillus,Black-capped Antwren,Herpsilochmus,Thamnophilidae (Typical Antbirds),,,,,0,0
4533,Herpsilochmus_praedictus,Predicted Antwren,Herpsilochmus,Thamnophilidae (Typical Antbirds),,,,,0,0
4534,Herpsilochmus_stotzi,Aripuana Antwren,Herpsilochmus,Thamnophilidae (Typical Antbirds),,,,,0,0
4535,Herpsilochmus_motacilloides,Creamy-bellied Antwren,Herpsilochmus,Thamnophilidae (Typical Antbirds),,,,,0,0
4536,Herpsilochmus_parkeri,Ash-throated Antwren,Herpsilochmus,Thamnophilidae (Typical Antbirds),,,,,0,0
4537,Herpsilochmus_sticturus,Spot-tailed Antwren,Herpsilochmus,Thamnophilidae (Typical Antbirds),,,,,0,0
4538,Herpsilochmus_dugandi,Dugand's Antwren,Herpsilochmus,Thamnophilidae (Typical Antbirds),,,,,0,0
4539,Herpsilochmus_stictocephalus,Todd's Antwren,Herpsilochmus,Thamnophilidae (Typical Antbirds),,,,,0,0
4540,Herpsilochmus_gentryi,Ancient Antwren,Herpsilochmus,Thamnophilidae (Typical Antbirds),,,,,0,0
4541,Herpsilochmus_dorsimaculatus,Spot-backed Antwren,Herpsilochmus,Thamnophilidae (Typical Antbirds),,,,,0,0
4542,Herpsilochmus_roraimae,Roraiman Antwren,Herpsilochmus,Thamnophilidae (Typical Antbirds),,,,,0,0
4543,Herpsilochmus_pectoralis,Pectoral Antwren,Herpsilochmus,Thamnophilidae (Typical Antbirds),,,,,0,0
4544,Herpsilochmus_longirostris,Large-billed Antwren,Herpsilochmus,Thamnophilidae (Typical Antbirds),,,,,0,0
4545,Herpsilochmus_axillaris,Yellow-breasted Antwren,Herpsilochmus,Thamnophilidae (Typical Antbirds),,,,,0,0
4546,Herpsilochmus_frater,Rusty-winged Antwren,Herpsilochmus,Thamnophilidae (Typical Antbirds),genus-level,"Herpsilochmus_frater, Herpsilochmus_rufimarginatus",,obvious sisters,0,0
4547,Herpsilochmus_rufimarginatus,Rufous-margined Antwren,Herpsilochmus,Thamnophilidae (Typical Antbirds),,,,,0,0
4548,Microrhopias_quixensis,Dot-winged Antwren,Microrhopias,Thamnophilidae (Typical Antbirds),,,,,0,0
4549,Formicivora_iheringi,Narrow-billed Antwren,Formicivora,Thamnophilidae (Typical Antbirds),,,,,0,0
4550,Formicivora_erythronotos,Black-hooded Antwren,Formicivora,Thamnophilidae (Typical Antbirds),,,,,0,0
4551,Formicivora_grisea,White-fringed Antwren,Formicivora,Thamnophilidae (Typical Antbirds),,,,,0,0
4552,Formicivora_serrana,Serra Antwren,Formicivora,Thamnophilidae (Typical Antbirds),,,,,0,0
4553,Formicivora_littoralis,Restinga Antwren,Formicivora,Thamnophilidae (Typical Antbirds),,,,,0,0
4554,Formicivora_melanogaster,Black-bellied Antwren,Formicivora,Thamnophilidae (Typical Antbirds),,,,,0,0
4555,Formicivora_rufa,Rusty-backed Antwren,Formicivora,Thamnophilidae (Typical Antbirds),,,,,0,0
4556,Formicivora_grantsaui,Sincora Antwren,Formicivora,Thamnophilidae (Typical Antbirds),,,,,0,0
4557,Formicivora_acutirostris,Marsh Antwren,Formicivora,Thamnophilidae (Typical Antbirds),,,,,0,0
4558,Drymophila_ferruginea,Ferruginous Antbird,Drymophila,Thamnophilidae (Typical Antbirds),,,,,0,0
4559,Drymophila_rubricollis,Bertoni's Antbird,Drymophila,Thamnophilidae (Typical Antbirds),,,,,0,0
4560,Drymophila_genei,Rufous-tailed Antbird,Drymophila,Thamnophilidae (Typical Antbirds),,,,,0,0
4561,Drymophila_ochropyga,Ochre-rumped Antbird,Drymophila,Thamnophilidae (Typical Antbirds),,,,,0,0
4562,Drymophila_malura,Dusky-tailed Antbird,Drymophila,Thamnophilidae (Typical Antbirds),,,,,0,0
4563,Drymophila_squamata,Scaled Antbird,Drymophila,Thamnophilidae (Typical Antbirds),,,,,0,0
4564,Drymophila_devillei,Striated Antbird,Drymophila,Thamnophilidae (Typical Antbirds),,,,,0,0
4565,Drymophila_caudata,East Andean Antbird,Drymophila,Thamnophilidae (Typical Antbirds),,,,,0,0
4566,Drymophila_klagesi,Klages's Antbird,Drymophila,Thamnophilidae (Typical Antbirds),,,,,0,0
4567,Drymophila_hellmayri,Santa Marta Antbird,Drymophila,Thamnophilidae (Typical Antbirds),,,,,0,0
4568,Drymophila_striaticeps,Streak-headed Antbird,Drymophila,Thamnophilidae (Typical Antbirds),,,,,0,0
4569,Hypocnemis_cantator,Guianan Warbling-Antbird,Hypocnemis,Thamnophilidae (Typical Antbirds),,,,,0,0
4570,Hypocnemis_flavescens,Imeri Warbling-Antbird,Hypocnemis,Thamnophilidae (Typical Antbirds),,,,,0,0
4571,Hypocnemis_peruviana,Peruvian Warbling-Antbird,Hypocnemis,Thamnophilidae (Typical Antbirds),,,,,0,0
4572,Hypocnemis_subflava,Yellow-breasted Warbling-Antbird,Hypocnemis,Thamnophilidae (Typical Antbirds),,,,,0,0
4573,Hypocnemis_ochrogyna,Rondonia Warbling-Antbird,Hypocnemis,Thamnophilidae (Typical Antbirds),,,,,0,0
4574,Hypocnemis_striata,Spix's Warbling-Antbird,Hypocnemis,Thamnophilidae (Typical Antbirds),,,,,0,0
4575,Hypocnemis_rondoni,Manicore Warbling-Antbird,Hypocnemis,Thamnophilidae (Typical Antbirds),,,,,0,0
4576,Hypocnemis_hypoxantha,Yellow-browed Antbird,Hypocnemis,Thamnophilidae (Typical Antbirds),,,,,0,0
4577,Terenura_sicki,Orange-bellied Antwren,Terenura,Thamnophilidae (Typical Antbirds),genus-level,Terenura,,,0,0
4578,Terenura_maculata,Streak-capped Antwren,Terenura,Thamnophilidae (Typical Antbirds),,,,,0,0
4579,Cercomacroides_laeta,Willis's Antbird,Cercomacroides,Thamnophilidae (Typical Antbirds),,,,,0,0
4580,Cercomacroides_parkeri,Parker's Antbird,Cercomacroides,Thamnophilidae (Typical Antbirds),,,,,0,0
4581,Cercomacroides_tyrannina,Dusky Antbird,Cercomacroides,Thamnophilidae (Typical Antbirds),,,,,0,0
4582,Cercomacroides_serva,Black Antbird,Cercomacroides,Thamnophilidae (Typical Antbirds),,,,,0,0
4583,Cercomacroides_nigrescens,Blackish Antbird,Cercomacroides,Thamnophilidae (Typical Antbirds),,,,,0,0
4584,Cercomacroides_fuscicauda,Riparian Antbird,Cercomacroides,Thamnophilidae (Typical Antbirds),genus-level,"Cercomacroides_nigrescens, Cercomacroides_fuscicauda",,Recently split from C. nigrescens on account of its strong vocal distinctiveness,0,0
4585,Cercomacra_manu,Manu Antbird,Cercomacra,Thamnophilidae (Typical Antbirds),,,,,0,0
4586,Cercomacra_cinerascens,Gray Antbird,Cercomacra,Thamnophilidae (Typical Antbirds),,,,,0,0
4587,Cercomacra_brasiliana,Rio de Janeiro Antbird,Cercomacra,Thamnophilidae (Typical Antbirds),,,,,0,0
4588,Cercomacra_melanaria,Mato Grosso Antbird,Cercomacra,Thamnophilidae (Typical Antbirds),,,,,0,0
4589,Cercomacra_ferdinandi,Bananal Antbird,Cercomacra,Thamnophilidae (Typical Antbirds),,,,,0,0
4590,Cercomacra_nigricans,Jet Antbird,Cercomacra,Thamnophilidae (Typical Antbirds),,,,,0,0
4591,Cercomacra_carbonaria,Rio Branco Antbird,Cercomacra,Thamnophilidae (Typical Antbirds),,,,,0,0
4592,Pyriglena_maura,Western Fire-eye,Pyriglena,Thamnophilidae (Typical Antbirds),Actually missing,"Pyriglena_maura, Pyriglena_similis, Pyriglena_leuconota",,Recent splits,1,0
4593,Pyriglena_similis,Tapajos Fire-eye,Pyriglena,Thamnophilidae (Typical Antbirds),Actually missing,"Pyriglena_maura, Pyriglena_similis, Pyriglena_leuconota",,Recent splits,1,0
4594,Pyriglena_leuconota,East Amazonian Fire-eye,Pyriglena,Thamnophilidae (Typical Antbirds),,,,,0,0
4595,Pyriglena_atra,Fringe-backed Fire-eye,Pyriglena,Thamnophilidae (Typical Antbirds),,,,,0,0
4596,Pyriglena_leucoptera,White-shouldered Fire-eye,Pyriglena,Thamnophilidae (Typical Antbirds),,,,,0,0
4597,Rhopornis_ardesiacus,Slender Antbird,Rhopornis,Thamnophilidae (Typical Antbirds),,,,,0,0
4598,Myrmoborus_leucophrys,White-browed Antbird,Myrmoborus,Thamnophilidae (Typical Antbirds),,,,,0,0
4599,Myrmoborus_lugubris,Ash-breasted Antbird,Myrmoborus,Thamnophilidae (Typical Antbirds),,,,,0,0
4600,Myrmoborus_myotherinus,Black-faced Antbird,Myrmoborus,Thamnophilidae (Typical Antbirds),,,,,0,0
4601,Myrmoborus_melanurus,Black-tailed Antbird,Myrmoborus,Thamnophilidae (Typical Antbirds),,,,,0,0
4602,Myrmoborus_lophotes,White-lined Antbird,Myrmoborus,Thamnophilidae (Typical Antbirds),,,,,0,0
4603,Hypocnemoides_melanopogon,Black-chinned Antbird,Hypocnemoides,Thamnophilidae (Typical Antbirds),,,,,0,0
4604,Hypocnemoides_maculicauda,Band-tailed Antbird,Hypocnemoides,Thamnophilidae (Typical Antbirds),,,,,0,0
4605,Myrmochanes_hemileucus,Black-and-white Antbird,Myrmochanes,Thamnophilidae (Typical Antbirds),,,,,0,0
4606,Gymnocichla_nudiceps,Bare-crowned Antbird,Gymnocichla,Thamnophilidae (Typical Antbirds),,,,,0,0
4607,Sclateria_naevia,Silvered Antbird,Sclateria,Thamnophilidae (Typical Antbirds),,,,,0,0
4608,Percnostola_rufifrons,Black-headed Antbird,Percnostola,Thamnophilidae (Typical Antbirds),,,,,0,0
4609,Percnostola_arenarum,Allpahuayo Antbird,Percnostola,Thamnophilidae (Typical Antbirds),,,,,0,0
4610,Myrmelastes_schistaceus,Slate-colored Antbird,Myrmelastes,Thamnophilidae (Typical Antbirds),,,,,0,0
4611,Myrmelastes_saturatus,Roraiman Antbird,Myrmelastes,Thamnophilidae (Typical Antbirds),,,,,0,0
4612,Myrmelastes_hyperythrus,Plumbeous Antbird,Myrmelastes,Thamnophilidae (Typical Antbirds),,,,,0,0
4613,Myrmelastes_leucostigma,Spot-winged Antbird,Myrmelastes,Thamnophilidae (Typical Antbirds),,,,,0,0
4614,Myrmelastes_humaythae,Humaita Antbird,Myrmelastes,Thamnophilidae (Typical Antbirds),,,,,0,0
4615,Myrmelastes_brunneiceps,Brownish-headed Antbird,Myrmelastes,Thamnophilidae (Typical Antbirds),,,,,0,0
4616,Myrmelastes_rufifacies,Rufous-faced Antbird,Myrmelastes,Thamnophilidae (Typical Antbirds),,,,,0,0
4617,Myrmelastes_caurensis,Caura Antbird,Myrmelastes,Thamnophilidae (Typical Antbirds),,,,,0,0
4618,Myrmeciza_longipes,White-bellied Antbird,Myrmeciza,Thamnophilidae (Typical Antbirds),,,,,0,0
4619,Poliocrania_exsul,Chestnut-backed Antbird,Poliocrania,Thamnophilidae (Typical Antbirds),,,,,0,0
4620,Ampelornis_griseiceps,Gray-headed Antbird,Ampelornis,Thamnophilidae (Typical Antbirds),,,,,0,0
4621,Sipia_laemosticta,Dull-mantled Antbird,Sipia,Thamnophilidae (Typical Antbirds),,,,,0,0
4622,Sipia_palliata,Magdalena Antbird,Sipia,Thamnophilidae (Typical Antbirds),,,,,0,0
4623,Sipia_nigricauda,Esmeraldas Antbird,Sipia,Thamnophilidae (Typical Antbirds),,,,,0,0
4624,Sipia_berlepschi,Stub-tailed Antbird,Sipia,Thamnophilidae (Typical Antbirds),,,,,0,0
4625,Sciaphylax_hemimelaena,Chestnut-tailed Antbird,Sciaphylax,Thamnophilidae (Typical Antbirds),,,,,0,0
4626,Sciaphylax_castanea,Zimmer's Antbird,Sciaphylax,Thamnophilidae (Typical Antbirds),,,,,0,0
4627,Myrmoderus_ferrugineus,Ferruginous-backed Antbird,Myrmoderus,Thamnophilidae (Typical Antbirds),,,,,0,0
4628,Myrmoderus_eowilsoni,Cordillera Azul Antbird,Myrmoderus,Thamnophilidae (Typical Antbirds),,,,,0,0
4629,Myrmoderus_ruficauda,Scalloped Antbird,Myrmoderus,Thamnophilidae (Typical Antbirds),,,,,0,0
4630,Myrmoderus_loricatus,White-bibbed Antbird,Myrmoderus,Thamnophilidae (Typical Antbirds),,,,,0,0
4631,Myrmoderus_squamosus,Squamate Antbird,Myrmoderus,Thamnophilidae (Typical Antbirds),,,,,0,0
4632,Akletos_melanoceps,White-shouldered Antbird,Akletos,Thamnophilidae (Typical Antbirds),,,,,0,0
4633,Akletos_goeldii,Goeldi's Antbird,Akletos,Thamnophilidae (Typical Antbirds),,,,,0,0
4634,Hafferia_fortis,Sooty Antbird,Hafferia,Thamnophilidae (Typical Antbirds),,,,,0,0
4635,Hafferia_zeledoni,Zeledon's Antbird,Hafferia,Thamnophilidae (Typical Antbirds),,,,,0,0
4636,Hafferia_immaculata,Blue-lored Antbird,Hafferia,Thamnophilidae (Typical Antbirds),,,,,0,0
4637,Aprositornis_disjuncta,Yapacana Antbird,Aprositornis,Thamnophilidae (Typical Antbirds),,,,,0,0
4638,Myrmophylax_atrothorax,Black-throated Antbird,Myrmophylax,Thamnophilidae (Typical Antbirds),,,,,0,0
4639,Ammonastes_pelzelni,Gray-bellied Antbird,Ammonastes,Thamnophilidae (Typical Antbirds),,,,,0,0
4640,Myrmornis_torquata,Wing-banded Antbird,Myrmornis,Thamnophilidae (Typical Antbirds),,,,,0,0
4641,Pithys_albifrons,White-plumed Antbird,Pithys,Thamnophilidae (Typical Antbirds),,,,,0,0
4642,Pithys_castaneus,White-masked Antbird,Pithys,Thamnophilidae (Typical Antbirds),,,,,0,0
4643,Gymnopithys_bicolor,Bicolored Antbird,Gymnopithys,Thamnophilidae (Typical Antbirds),,,,,0,0
4644,Gymnopithys_leucaspis,White-cheeked Antbird,Gymnopithys,Thamnophilidae (Typical Antbirds),,,,,0,0
4645,Gymnopithys_rufigula,Rufous-throated Antbird,Gymnopithys,Thamnophilidae (Typical Antbirds),,,,,0,0
4646,Oneillornis_salvini,White-throated Antbird,Oneillornis,Thamnophilidae (Typical Antbirds),,,,,0,0
4647,Oneillornis_lunulatus,Lunulated Antbird,Oneillornis,Thamnophilidae (Typical Antbirds),,,,,0,0
4648,Rhegmatorhina_gymnops,Bare-eyed Antbird,Rhegmatorhina,Thamnophilidae (Typical Antbirds),,,,,0,0
4649,Rhegmatorhina_berlepschi,Harlequin Antbird,Rhegmatorhina,Thamnophilidae (Typical Antbirds),,,,,0,0
4650,Rhegmatorhina_hoffmannsi,White-breasted Antbird,Rhegmatorhina,Thamnophilidae (Typical Antbirds),,,,,0,0
4651,Rhegmatorhina_cristata,Chestnut-crested Antbird,Rhegmatorhina,Thamnophilidae (Typical Antbirds),,,,,0,0
4652,Rhegmatorhina_melanosticta,Hairy-crested Antbird,Rhegmatorhina,Thamnophilidae (Typical Antbirds),,,,,0,0
4653,Hylophylax_naevioides,Spotted Antbird,Hylophylax,Thamnophilidae (Typical Antbirds),,,,,0,0
4654,Hylophylax_naevius,Spot-backed Antbird,Hylophylax,Thamnophilidae (Typical Antbirds),,,,,0,0
4655,Hylophylax_punctulatus,Dot-backed Antbird,Hylophylax,Thamnophilidae (Typical Antbirds),,,,,0,0
4656,Willisornis_poecilinotus,Common Scale-backed Antbird,Willisornis,Thamnophilidae (Typical Antbirds),,,,,0,0
4657,Willisornis_vidua,Xingu Scale-backed Antbird,Willisornis,Thamnophilidae (Typical Antbirds),,,,,0,0
4658,Phlegopsis_nigromaculata,Black-spotted Bare-eye,Phlegopsis,Thamnophilidae (Typical Antbirds),,,,,0,0
4659,Phlegopsis_erythroptera,Reddish-winged Bare-eye,Phlegopsis,Thamnophilidae (Typical Antbirds),,,,,0,0
4660,Phlegopsis_borbae,Pale-faced Bare-eye,Phlegopsis,Thamnophilidae (Typical Antbirds),,,,,0,0
4661,Phaenostictus_mcleannani,Ocellated Antbird,Phaenostictus,Thamnophilidae (Typical Antbirds),,,,,0,0
4662,Melanopareia_torquata,Collared Crescentchest,Melanopareia,Melanopareiidae (Crescentchests),,,,,0,0
4663,Melanopareia_maximiliani,Olive-crowned Crescentchest,Melanopareia,Melanopareiidae (Crescentchests),,,,,0,0
